,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
6785,s6786,TV Show,Forces of Nature,,,United Kingdom,"March 1, 2017",2016,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV","This dynamic series spans the globe to explain the complex natural forces that govern the planet, from shape and color to motion and the elements."
6810,s6811,TV Show,Frozen Planet,Alastair Fothergill,David Attenborough,"United Kingdom, United States, Spain, Germany, Greece, Canada","January 28, 2016",2011,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows",Go on a journey through the Arctic and Antarctic with this visually stunning program that explores these wildernesses and their inhabitants.
6811,s6812,Movie,Frozen Planet: On Thin Ice,,David Attenborough,"United Kingdom, United States, Spain, Germany, Greece, Canada","January 28, 2016",2011,TV-PG,47 min,Movies,David Attenborough journeys to both polar regions to investigate what rising temperatures will mean for the people and wildlife that live there.
6812,s6813,Movie,Frozen Planet: The Epic Journey,,David Attenborough,"United Kingdom, United States, Spain, Germany, Greece, Canada","January 28, 2016",2011,TV-PG,52 min,Movies,"Collecting highlights from the epic documentary series that explores the entire polar year and the inhabitants, from the north to the south."
6834,s6835,TV Show,Genius of the Ancient World,,Bettany Hughes,United Kingdom,"August 1, 2017",2015,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows","Historian Bettany Hughes travels to India, Greece and China to explore the lives and times of Buddha, Socrates and Confucius."
6835,s6836,TV Show,Genius of the Modern World,,Bettany Hughes,United Kingdom,"August 1, 2017",2016,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows","Historian Bettany Hughes explores the intellectual landscapes that helped shape the work of Karl Marx, Friedrich Nietzsche and Sigmund Freud."
6840,s6841,Movie,Get Santa,Christopher Smith,"Jodie Whittaker, Warwick Davis, Jim Broadbent, Stephen Graham, Nonso Anozie, Rafe Spall, Ewen Bremner, Matt King","United Kingdom, United States","December 12, 2014",2014,PG,103 min,"Children & Family Movies, Comedies","When Santa gets arrested for trespassing after crashing his sleigh, it's up to a father-son team to spring him from jail and save Christmas."
6854,s6855,Movie,Ginger & Rosa,Sally Potter,"Elle Fanning, Alessandro Nivola, Christina Hendricks, Alice Englert, Timothy Spall, Oliver Platt, Annette Bening, Jodhi May, Oliver Milburn, Andrew Hawley","United Kingdom, Denmark, Canada, Croatia","July 15, 2018",2012,PG-13,90 min,"Dramas, Independent Movies","With the Cold War looming over them, teen best pals Ginger and Rosa share everything in early 1960s London – until betrayal drives them apart."
6866,s6867,Movie,GoldenEye,Martin Campbell,"Pierce Brosnan, Sean Bean, Izabella Scorupco, Famke Janssen, Joe Don Baker, Judi Dench, Robbie Coltrane, Gottfried John, Alan Cumming, Tchéky Karyo, Desmond Llewelyn, Samantha Bond, Michael Kitchen, Serena Gordon, Simon Kunz","United Kingdom, United States","December 31, 2019",1995,PG-13,130 min,Action & Adventure,"Pierce Brosnan takes his first turn as debonair secret agent James Bond, who investigates the destruction of a Russian satellite weapons base."
6878,s6879,Movie,"Good Night, and Good Luck",George Clooney,"David Strathairn, Patricia Clarkson, George Clooney, Jeff Daniels, Robert Downey Jr., Frank Langella, Ray Wise, Robert John Burke, Tate Donovan, Alex Borstein, Matt Ross, Grant Heslov","United States, France, United Kingdom, Japan","June 2, 2019",2005,PG,93 min,Dramas,Veteran television newsman Edward R. Murrow faces off against Sen. Joseph McCarthy and his crusade to quell the threat of communism in America.
6883,s6884,Movie,Goosebumps 2: Haunted Halloween,Ari Sandel,"Jeremy Ray Taylor, Madison Iseman, Caleel Harris, Wendi McLendon-Covey, Chris Parnell, Ken Jeong, Jack Black","United States, United Kingdom","April 25, 2019",2018,PG,90 min,"Children & Family Movies, Comedies","Three teens spend their Halloween trying to stop a magical book, which brings characters from the ""Goosebumps"" novels to life."
6894,s6895,TV Show,Great Interior Design Challenge,,"Tom Dyckhoff, Daniel Hopwood, Sophie Robinson",United Kingdom," December 1, 2018",2016,TV-PG,2 Seasons,"British TV Shows, International TV Shows, Reality TV","In this reality series, amateur interior designers on tight budgets test their mettle transforming rooms with speed and style."
6895,s6896,TV Show,Great Yellowstone Thaw,,,United Kingdom,"October 1, 2017",2017,TV-PG,1 Season,"Docuseries, Science & Nature TV",This series explores the effects of the extreme temperature variations at Yellowstone National Park on the animals that live there.
6902,s6903,Movie,Guy Martin: Last Flight of the Vulcan Bomber,James Woodroffe,"Guy Martin, Kevin Stone, Shaun Dooley",United Kingdom,"July 26, 2019",2015,TV-G,57 min,"Documentaries, International Movies",Guy Martin assists in preparing the last airworthy Vulcan bomber for a farewell tour while revealing the stories behind the iconic aircraft.
6909,s6910,Movie,Hairspray,Adam Shankman,"Nikki Blonsky, John Travolta, Michelle Pfeiffer, Christopher Walken, Amanda Bynes, James Marsden, Queen Latifah, Zac Efron, Brittany Snow, Allison Janney, Elijah Kelley, Jerry Stiller","United States, United Kingdom, Canada","January 1, 2020",2007,PG,116 min,"Children & Family Movies, Comedies, Music & Musicals","In 1962, ambitious plus-size teen Tracy Turnblad tries to integrate a racially divided Baltimore one Watusi at a time."
6918,s6919,Movie,Hans Zimmer: Live in Prague,Tim Van Someren,Hans Zimmer,United Kingdom,"March 1, 2018",2017,TV-G,138 min,"International Movies, Music & Musicals","In this concert film, Oscar-winning composer Hans Zimmer performs his most iconic movie scores to a sell-out crowd at the O2 Arena in Prague."
6972,s6973,Movie,Hiroshima: The Real History,Lucy van Beek,John Sessions,United Kingdom,"March 31, 2017",2015,TV-PG,95 min,Documentaries,This detailed examination of the 1945 Hiroshima bombing includes the prelude to and aftermath of history's controversial first use of atomic weapons.
6978,s6979,Movie,Hitler's Olympics,Daniel Kontur,,United Kingdom,"August 1, 2016",2016,TV-PG,44 min,"Documentaries, Sports Movies","Hitler, Nazi propaganda and 1936 Berlin Olympics are put under the microscope to uncover hidden truths and the historical legacy of those games."
7012,s7013,Movie,How the Beatles Changed the World,Tom O'Dell,"George Harrison, John Lennon, Ringo Starr, Paul McCartney, Brian Epstein","United States, United Kingdom","February 1, 2018",2017,TV-PG,110 min,"Documentaries, Music & Musicals",Interviews and rare archival footage illuminate how the Beatles' influence over music and culture continues to be felt around the world.
7036,s7037,Movie,I Am Bolt,"Benjamin Turner, Gabe Turner",Usain Bolt,United Kingdom,"October 1, 2017",2016,PG,107 min,"Documentaries, Sports Movies","Mixing archival footage with present-day interviews, Olympic champion and global icon Usain Bolt opens up about his athletic legacy."
7061,s7062,Movie,In The Deep,Johannes Roberts,"Mandy Moore, Claire Holt, Matthew Modine, Chris Johnson, Yani Gellman, Santiago Segura","United Kingdom, United States, Dominican Republic","January 10, 2018",2017,PG-13,89 min,"Horror Movies, International Movies, Thrillers","With little oxygen left in their scuba tanks, two sisters are trapped in a shark cage at the bottom of the ocean while great whites circle nearby."
7069,s7070,TV Show,India: Nature's Wonderland,,"Liz Bonnin, Jon Gupta, Freida Pinto",United Kingdom,"March 1, 2017",2015,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV",Wildlife biologist Liz Bonnin explores the natural wonders of India in this series that reveals the species and cultures unique to this ancient land.
7076,s7077,Movie,Influx,Luca Vullo,,United Kingdom,"April 1, 2018",2016,TV-PG,90 min,"Documentaries, International Movies",Italians in London reveal the ups and downs of immigration and touch upon their uneasiness about leaving behind their crisis-ridden homeland.
7078,s7079,Movie,Inkheart,Iain Softley,"Brendan Fraser, Paul Bettany, Helen Mirren, Jim Broadbent, Andy Serkis, Sienna Guillory, Eliza Bennett, Rafi Gavron, Lesley Sharp, Jamie Foreman","Germany, United Kingdom, United States","July 1, 2019",2008,PG,106 min,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy","Unbeknownst to his 12-year-old daughter, a bookbinder has a secret ability to bring characters to life by reading their stories out loud."
7098,s7099,TV Show,Iron Man: Armored Adventures,,"Adrian Petriw, Daniel Bacon, Anna Cummer, Vincent Tong, Kristie Marsden, Mackenzie Gray, Lisa Ann Beley, Alistair Abell, Catherine Lough Haggquist, Fred Henderson","Canada, United States, United Kingdom, France, Luxembourg","August 1, 2020",2011,TV-Y7,2 Seasons,Kids' TV,Teen phenom Tony Stark takes to the skies with an ingeniously engineered suit of armor to learn the truth about his father's mysterious death.
7100,s7101,TV Show,Islands of the Future,,,United Kingdom,"March 1, 2017",2014,TV-PG,1 Season,"Docuseries, International TV Shows, Science & Nature TV","Amid rising oil and gas prices and dwindling resources, tiny islands off the coast of Europe are rethinking the future of energy."
7156,s7157,Movie,K-19: The Widowmaker,Kathryn Bigelow,"Harrison Ford, Liam Neeson, Peter Sarsgaard, Sam Spruell, Joss Ackland, Peter Stebbings, Christian Camargo, Sam Redford, John Shrapnel, Donald Sumpter","United Kingdom, Germany, Canada, United States","November 21, 2019",2002,PG-13,138 min,"Action & Adventure, Dramas","On board Russia's first nuclear ballistic submarine, Capt. Vostrikov must race against time to prevent a Chernobyl-like explosion."
7220,s7221,Movie,Knowing,Alex Proyas,"Nicolas Cage, Chandler Canterbury, Rose Byrne, Lara Robinson, D.G. Maloney, Nadia Townsend, Alan Hopgood, Adrienne Pickering","United States, United Kingdom, Australia","October 1, 2019",2009,PG-13,121 min,"Sci-Fi & Fantasy, Thrillers",An MIT astrophysics professor and his son unearth a string of numbers from a time capsule that seem to reveal a cataclysm that will wipe out humanity.
7221,s7222,Movie,Koko: The Gorilla Who Talks,Jonathan Taylor,Demetri Goritsas,United Kingdom,"March 1, 2017",2016,TV-G,56 min,Documentaries,"Witness the incredible, decades-long friendship between Koko the gorilla and Penny Patterson, who taught Koko to communicate via sign language."
7223,s7224,Movie,Kon-Tiki,"Joachim Rønning, Espen Sandberg","Pål Sverre Hagen, Anders Baasmo Christiansen, Tobias Santelmann, Gustaf Skarsgård, Odd Magnus Williamson, Jakob Oftebro, Agnes Kittelsen, Peter Wight, Amund Hellum Noraker, Eilif Hellum Noraker","United Kingdom, Norway, Denmark, Germany, Sweden","April 26, 2019",2012,PG-13,96 min,"Action & Adventure, Dramas, International Movies","With five loyal friends in tow, explorer Thor Heyerdahl sails a fragile balsa wood raft along an ancient path some 4,300 miles across the Pacific."
7279,s7280,TV Show,Learning Time with Timmy,,Saskia Portway,United Kingdom,"May 15, 2020",2018,TV-Y,1 Season,"British TV Shows, Kids' TV",Colorful characters and edutaining activities help make learning English fun in this series geared toward youngsters.
7353,s7354,TV Show,Love Your Garden,,"Alan Titchmarsh, David Domoney, Frances Tophill, Katie Rushworth",United Kingdom,"July 26, 2019",2013,TV-G,1 Season,"British TV Shows, International TV Shows, Reality TV",Famed horticulturist Alan Titchmarsh hosts this uplifting show in which he and his team travel the U.K. planting dream gardens for deserving citizens.
7399,s7400,Movie,Mansfield Park,Patricia Rozema,"Frances O'Connor, Embeth Davidtz, Jonny Lee Miller, Alessandro Nivola, Harold Pinter, Lindsay Duncan, Sheila Gish, James Purefoy, Victoria Hamilton, Hugh Bonneville",United Kingdom,"January 1, 2020",1999,PG-13,112 min,"Comedies, Dramas, International Movies","A poor heroine is sent to live with wealthy relatives in 1800s England, where her wit and writing talent find the room, and circumstance, to grow."
7417,s7418,Movie,Mary Poppins Returns,Rob Marshall,"Emily Blunt, Lin-Manuel Miranda, Ben Whishaw, Emily Mortimer, Pixie Davies, Nathanael Saleh, Joel Dawson, Julie Walters, Meryl Streep, Colin Firth, Dick Van Dyke","United States, United Kingdom","July 9, 2019",2018,PG,131 min,"Children & Family Movies, Music & Musicals","In 1930s London, Michael Banks and his three children get some help turning their topsy-turvy world around when his magical childhood nanny reappears."
7435,s7436,TV Show,Mega Food,,,United Kingdom,"July 12, 2019",2013,TV-G,1 Season,"British TV Shows, Docuseries, International TV Shows","Visiting the busiest kitchens in the world, this reality series focuses on large-scale food production – and the people who make it happen."
7465,s7466,Movie,Miss Julie,Liv Ullmann,"Jessica Chastain, Colin Farrell, Samantha Morton, Nora McMenamy","Norway, United Kingdom, France, Ireland","September 2, 2015",2014,PG-13,130 min,"Dramas, International Movies","On a summer night in 1890 Ireland, the unsettled daughter of aristocrats coaxes her father's valet to seduce her, though he's engaged to their cook."
7485,s7486,TV Show,Monkey Planet,,George McGavin,United Kingdom,"March 31, 2017",2014,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV","Join zoologist Dr. George McGavin for a fascinating, up-close look at the habits and behaviors of primates, our closest animal relatives."
7488,s7489,Movie,Monster Family,Holger Tappe,"Celia Imrie, Emily Watson, Catherine Tate, Jason Isaacs, Nick Frost, Jessica Brown Findlay","Germany, United Kingdom","April 4, 2018",2017,PG,93 min,Children & Family Movies,A family’s festive Halloween plans take a spooky turn when an evil witch's curse transforms the costumed clan into actual monsters.
7504,s7505,TV Show,Monty Don's French Gardens,Rachel Bell,,United Kingdom,"July 26, 2019",2013,TV-G,1 Season,"British TV Shows, Docuseries, International TV Shows","TV personality Monty Don visits France’s most famous gardens to dig up the influence of power, culture and passion on their conceptions and designs."
7505,s7506,TV Show,Monty Don's Italian Gardens,,Monty Don,United Kingdom,"July 26, 2019",2011,TV-G,1 Season,"British TV Shows, Docuseries, International TV Shows","From horticultural hideaways to luxurious botanical displays, TV personality Monty Don explores the history behind Italy’s most extraordinary gardens."
7538,s7539,TV Show,My Hotter Half,,Melvin Odoom,United Kingdom,"July 22, 2019",2017,TV-PG,1 Season,"British TV Shows, International TV Shows, Reality TV","Couples compete to see who can take the sexiest selfie, with the loser getting a much-needed makeover."
7568,s7569,TV Show,Nature: Animals With Cameras,,Gordon Buchanan,"United Kingdom, United States","October 1, 2018",2018,TV-PG,1 Season,"Docuseries, Science & Nature TV","With custom-built cameras attached to their bodies, animals from nine species offer a rare and intimate glimpse into their lives."
7571,s7572,TV Show,Nature's Great Events (2009),,David Attenborough,"United States, United Kingdom","October 10, 2015",2009,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV","This series looks at how seasonal changes cause shifting weather patterns and ocean currents, creating the conditions for spectacular wildlife events."
7572,s7573,TV Show,Nature's Great Events: Diaries,,David Attenborough,"United States, United Kingdom","April 22, 2015",2009,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV",Look behind the scenes of this wildlife documentary series that examines how animals around the world adapt to chaotic natural phenomena.
7573,s7574,TV Show,Nature's Great Race,,Liz Bonnin,United Kingdom,"October 1, 2017",2016,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV","Epic footage captures three of the world's most significant land migrations, following elephants, caribou and zebras on their treacherous journeys."
7574,s7575,TV Show,Nature's Weirdest Events,,Chris Packham,United Kingdom," September 1, 2019",2015,TV-PG,3 Seasons,"British TV Shows, Docuseries, Science & Nature TV","Host Chris Packham examines bizarre natural phenomena from around the globe, from strange creatures to geographical oddities."
7674,s7675,TV Show,Operation Ouch!,,"Chris van Tulleken, Xand van Tulleken",United Kingdom,"August 1, 2020",2012,TV-PG,1 Season,"British TV Shows, Kids' TV, TV Comedies",Drs. Chris and Xand van Tulleken take an entertaining approach to educate children about medicine and biology through experiments and hospital visits.
7724,s7725,Movie,Penelope,Mark Palansky,"Christina Ricci, James McAvoy, Catherine O'Hara, Peter Dinklage, Simon Woods","United Kingdom, United States","April 1, 2019",2006,PG,89 min,"Children & Family Movies, Comedies, Romantic Movies","In this modern fairy tale, a young woman cursed with the nose of a pig lives her life in seclusion – until an unlikely beau stumbles onto the scene."
7747,s7748,TV Show,Planet Earth II,,David Attenborough,United Kingdom,"December 25, 2017",2016,TV-G,1 Season,"British TV Shows, Docuseries, Science & Nature TV","In this sequel to the Emmy-winning ""Planet Earth"" series, viewers are treated to rich and intimate views of the natural diversity of our planet."
7748,s7749,TV Show,Planet Earth: The Complete Collection,Alastair Fothergill,David Attenborough,United Kingdom,"April 22, 2015",2006,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows",This landmark series transports nature lovers from the Himalayan Mountains to the depths of the ocean and everywhere in between.
7809,s7810,Movie,Quantum of Solace,Marc Forster,"Daniel Craig, Olga Kurylenko, Mathieu Amalric, Judi Dench, Giancarlo Giannini, Gemma Arterton, Jeffrey Wright, David Harbour, Jesper Christensen, Anatole Taubman","United Kingdom, United States","August 31, 2020",2008,PG-13,106 min,Action & Adventure,"Picking up an hour after the events of 2006's Casino Royale, this James Bond adventure finds 007 tracking a traitor who's infiltrated Britain's MI6."
7846,s7847,Movie,Red Trees,Marina Willer,Tim Piggott-Smith,United Kingdom,"March 24, 2018",2017,TV-PG,80 min,"Documentaries, International Movies","A documentarian details her Jewish family's escape from Nazi-occupied Prague to refuge in Brazil, where her father built a life as an architect."
7855,s7856,Movie,Rememory,Mark Palansky,"Peter Dinklage, Julia Ormond, Martin Donovan, Anton Yelchin, Henry Ian Cusick, Evelyne Brochu, Matt Ellis, Colin Lawrence, Chad Krowchuk, Gracyn Shinyei","United Kingdom, United States, Canada","June 1, 2020",2017,PG-13,112 min,"Dramas, Sci-Fi & Fantasy","A psychologist is murdered after unveiling a breakthrough invention that extracts memories, spurring a fixated former patient to hunt for answers."
7864,s7865,TV Show,Revolting Rhymes,"Jani Lachauer, Jakob Schuh","Rob Brydon, Bertie Carvel, Gemma Chan, Dominic West, Isaac Hempstead Wright, Bel Powley, Tamsin Greig, Rose Leslie, David Walliams",United Kingdom,"February 1, 2018",2017,TV-PG,1 Season,"British TV Shows, Kids' TV",Popular fairy tales take on a darkly comic edge in these short animated films based on a book by Roald Dahl and illustrator Quentin Blake.
7891,s7892,Movie,Room on the Broom,"Max Lang, Jani Lachauer","Simon Pegg, Gillian Anderson, Rob Brydon, Martin Clunes, Sally Hawkins, David Walliams, Timothy Spall","United Kingdom, Germany","July 1, 2019",2012,TV-Y7,26 min,"Children & Family Movies, Independent Movies","A gentle witch with a ginger braid offers rides to a variety of animals on her increasingly crowded broom, much to her grumpy cat's chagrin."
7949,s7950,Movie,Saving Mr. Banks,John Lee Hancock,"Emma Thompson, Tom Hanks, Paul Giamatti, Jason Schwartzman, Colin Farrell, Bradley Whitford, Annie Buckley, Ruth Wilson, B.J. Novak, Rachel Griffiths, Kathy Baker, Melanie Paxson, Andy McPhee, Jerry Hauck, Mia Serafino, Michelle Arthur, Demetrius Grosse, Steven Cabral, David Ross Paterson, Ronan Vibert, Luke Baines, Dendrie Taylor, Laura Waddell, Paul Tassone","United States, United Kingdom, Australia","March 2, 2019",2013,PG-13,126 min,"Comedies, Dramas","When Walt Disney sets his sights on obtaining the rights to the children's classic ""Mary Poppins,"" the book's author proves a tough nut to crack."
7960,s7961,Movie,Scott Pilgrim vs. the World,Edgar Wright,"Michael Cera, Mary Elizabeth Winstead, Kieran Culkin, Chris Evans, Anna Kendrick, Brie Larson, Alison Pill, Aubrey Plaza, Brandon Routh, Jason Schwartzman, Mark Webber, Mae Whitman, Johnny Simmons, Ellen Wong","United States, United Kingdom, Canada, Japan","September 16, 2018",2010,PG-13,112 min,"Action & Adventure, Comedies, Cult Movies","Dreamy delivery girl Ramona captures Scott Pilgrim's heart, but he must vanquish all seven of her evil exes in martial arts battles to win her love."
7965,s7966,Movie,Searching for Sugar Man,Malik Bendjelloul,Rodriguez,"Sweden, United Kingdom, Finland","December 1, 2019",2012,PG-13,86 min,"Documentaries, International Movies, Music & Musicals","Decades after Detroit singer-songwriter Rodriguez disappeared following the commercial failure of his albums, two fans try to track down their idol."
7969,s7970,Movie,Secret in Their Eyes,Billy Ray,"Chiwetel Ejiofor, Nicole Kidman, Julia Roberts, Dean Norris, Michael Kelly, Joe Cole, Zoe Graham, Alfred Molina","United States, United Kingdom, Spain, South Korea","April 1, 2018",2015,PG-13,111 min,"Dramas, Thrillers","A former FBI investigator reopens the haunting 13-year-old murder case of his colleague, only to uncover shocking truths hidden since then."
7973,s7974,Movie,Secrets of Her Majesty's Secret Service,Kasia Uscinska,Samuel West,United Kingdom,"February 22, 2017",2014,TV-PG,55 min,"Documentaries, International Movies","This documentary spotlights more than 100 years of operatives and operations in the U.K.'s secret service, the world's oldest intelligence agency."
7977,s7978,Movie,Secrets of the Tower of London,Vicky Matthews,Samuel West,United Kingdom,"February 22, 2017",2013,TV-PG,55 min,Documentaries,"Explore the storied history of the iconic Tower of London as it evolved from a royal castle into a dungeon prison and, finally, an armory and mint."
7978,s7979,Movie,Secrets of Underground London,"Vicky Matthews, Gareth Sacala",Samuel West,United Kingdom,"April 22, 2017",2014,TV-PG,55 min,"Documentaries, International Movies","Experts examine the ruins and relics hidden beneath London's surface, unearthing a Roman amphitheater, plague pits, air raid shelters and more."
7979,s7980,Movie,Secrets of Westminster,Louise Wardle,Samuel West,"United States, United Kingdom","April 22, 2017",2014,TV-PG,55 min,"Documentaries, International Movies","Take an insider's tour of Parliament, Big Ben and Westminster Abbey to discover the little-known history and pageantry of these famous buildings."
7981,s7982,Movie,Senna,Asif Kapadia,"Ayrton Senna, Alain Prost, Frank Williams","United Kingdom, France, United States","October 1, 2019",2010,PG-13,106 min,"Documentaries, International Movies, Sports Movies","This fast-paced documentary profiles Ayrton Senna, one of the greatest drivers in the history of Formula One racing, and a hero in his native Brazil."
8003,s8004,Movie,Sherlock Holmes,Guy Ritchie,"Robert Downey Jr., Jude Law, Rachel McAdams, Mark Strong, Eddie Marsan, Robert Maillet, Geraldine James, Kelly Reilly, William Houston, James Fox, Hans Matheson","United States, Germany, United Kingdom, Australia","January 1, 2021",2009,PG-13,128 min,"Action & Adventure, Comedies",The game is afoot for an eccentric detective who must use his brains and brawn to track down a nefarious nemesis with the help of his partner.
8101,s8102,Movie,Stranger than Fiction,Marc Forster,"Will Ferrell, Maggie Gyllenhaal, Dustin Hoffman, Queen Latifah, Emma Thompson, Kristin Chenoweth, Tony Hale, Tom Hulce, Linda Hunt","United States, United Kingdom","October 1, 2020",2006,PG-13,113 min,"Comedies, Romantic Movies","As a writer ponders how to kill off her main character, the man begins hearing her voice in his head and realizes that his days are numbered."
8103,s8104,Movie,Strictly Ballroom,Baz Luhrmann,"Paul Mercurio, Tara Morice, Bill Hunter, Pat Thomson, Gia Carides, Peter Whitford, Barry Otto, John Hannan","Australia, United Kingdom","January 1, 2020",1992,PG,95 min,"Classic Movies, Comedies, Romantic Movies","Dumped by his partner just before a major dance competition, gifted hoofer Scott Hastings is forced to take a graceless neophyte as his new partner."
8129,s8130,TV Show,SuperNature: Wild Flyers,,,United Kingdom,"March 1, 2017",2016,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV",This series examines the aerodynamics of flight and the evolutionary processes that have enabled certain species to survive by taking to the skies.
8167,s8168,Movie,Terminator Salvation,McG,"Christian Bale, Sam Worthington, Moon Bloodgood, Helena Bonham Carter, Anton Yelchin, Jadagrace, Bryce Dallas Howard, Common, Jane Alexander, Michael Ironside","United States, Germany, United Kingdom, Italy","January 1, 2020",2009,PG-13,115 min,"Action & Adventure, Sci-Fi & Fantasy","All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against increasingly dominating militaristic robots."
8184,s8185,Movie,The Adventures of Tintin,Steven Spielberg,"Jamie Bell, Andy Serkis, Daniel Craig, Nick Frost, Simon Pegg, Daniel Mays, Gad Elmaleh, Toby Jones, Joe Starr","United States, New Zealand, United Kingdom","November 20, 2019",2011,PG,107 min,Children & Family Movies,"This 3-D motion capture adapts Georges Remi's classic comic strip about the adventures of fearless young journalist Tintin and his trusty dog, Snowy."
8209,s8210,TV Show,The Big Catch,,Ben Fogle,United Kingdom,"February 1, 2019",2015,TV-PG,1 Season,"British TV Shows, Reality TV","In a global competition, eight fishing enthusiasts battle extreme conditions and dangerous waters to be crowned the ultimate angler."
8214,s8215,TV Show,The Blue Planet: A Natural History of the Oceans,Alastair Fothergill,David Attenborough,United Kingdom,"October 10, 2015",2001,TV-G,1 Season,"British TV Shows, Docuseries, International TV Shows","David Attenborough narrates this definitive exploration of the marine world, from the familiar to the unknown, revealing the sea and its communities."
8222,s8223,Movie,The Boy in the Striped Pajamas,Mark Herman,"Asa Butterfield, Vera Farmiga, David Thewlis, Rupert Friend, David Hayman, Jack Scanlon, Amber Beattie, Sheila Hancock, Richard Johnson, Jim Norton","United Kingdom, United States","January 1, 2019",2008,PG-13,95 min,"Dramas, Independent Movies, International Movies","When his family moves from Berlin to Poland, a young boy befriends a boy who lives on the other side of the fence, unaware he's a Jewish prisoner."
8225,s8226,Movie,The Breadwinner,Nora Twomey,"Saara Chaudry, Soma Chhaya, Ali Badshah, Soma Bhatia, Shaista Latif, Laara Sadiq, Kawa Ada, Noorin Gulamgaus","Ireland, Canada, Luxembourg, United States, United Kingdom, Philippines, India","February 20, 2018",2017,PG-13,93 min,"Children & Family Movies, Dramas, International Movies",A courageous 11-year-old Afghan girl disguises herself as a boy and takes on odd jobs to provide for her family when her father is arrested.
8228,s8229,Movie,The Brothers Grimm,Terry Gilliam,"Matt Damon, Heath Ledger, Monica Bellucci, Lena Headey, Peter Stormare, Jonathan Pryce, Roger Ashton-Griffiths, Richard Ridings, Mackenzie Crook, Julian Bleach, Tomás Hanák, Laura Greenwood","United States, Czech Republic, United Kingdom","July 1, 2019",2005,PG-13,119 min,"Action & Adventure, Sci-Fi & Fantasy","Brothers Jake and Will Grimm travel from village to village, posing as exterminators of magical creatures. But in reality, they're expert con artists."
8247,s8248,Movie,The Christmas Candle,John Stephenson,"Hans Matheson, Samantha Barks, Lesley Manville, Sylvester McCoy, Susan Boyle, John Hannah, Barbara Flynn, James Cosmo","United Kingdom, United States","November 1, 2019",2013,PG,100 min,"Dramas, Faith & Spirituality",A progressive new minister's arrival in a small village threatens to end an age-old tradition that brings a yuletide miracle to one of the residents.
8250,s8251,TV Show,The Code,,Marcus du Sautoy,United Kingdom,"February 1, 2018",2011,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows","In this three-part documentary series, host Marcus du Sautoy examines the mathematical code underlying all of life on Earth and the universe itself."
8266,s8267,Movie,The Dark Crystal,"Frank Oz, Jim Henson","Jim Henson, Kathryn Mullen, Frank Oz, Dave Goelz, Stephen Garlick, Lisa Maxwell, Billie Whitelaw, Percy Edwards, Joseph O'Conor","United States, United Kingdom","May 1, 2019",1982,PG,93 min,Children & Family Movies,"In this mythical tale, Jen, the last of the Gelfling race, is charged with healing the Crystal of Truth after its mutilation sets off an era of terror."
8315,s8316,TV Show,The Furchester Hotel,,"Sarah Burgess, Ryan Dillon, Louise Gold, David Rudman, Andrew Spooner, Mak Wilson","United Kingdom, United States"," February 1, 2017",2015,TV-Y,2 Seasons,"British TV Shows, Kids' TV","Elmo hops across the pond to help his extended monster family solve problems at their ""almost"" world-class establishment, the Furchester Hotel."
8331,s8332,TV Show,The Great British Baking Show: Masterclass,,"Mary Berry, Paul Hollywood",United Kingdom,"December 1, 2018",2018,TV-PG,4 Seasons,"British TV Shows, Reality TV",Hosts Mary Berry and Paul Hollywood leave the tent and go into the kitchen to put their professional spin on baking techniques used in the show.
8353,s8354,TV Show,The Hunt,,David Attenborough,United Kingdom,"May 14, 2017",2015,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV","Witness some of the most riveting showdowns in the animal kingdom as cameras capture leopards, polar bears and other predators targeting their prey."
8354,s8355,Movie,The Hurricane Heist,Rob Cohen,"Toby Kebbell, Maggie Grace, Ryan Kwanten, Ralph Ineson, Melissa Bolona, Ben Cross, Jamie Andrew Cutler","United Kingdom, United States","September 26, 2018",2018,PG-13,103 min,Action & Adventure,A deadly hurricane with mile-high waves provides the perfect cover for stealing $600 million from a U.S. Treasury outpost in Mississippi.
8356,s8357,Movie,The Imaginarium of Doctor Parnassus,Terry Gilliam,"Heath Ledger, Christopher Plummer, Andrew Garfield, Verne Troyer, Lily Cole, Tom Waits, Johnny Depp, Colin Farrell, Jude Law","United Kingdom, Canada, France, United States","March 8, 2019",2009,PG-13,123 min,"Action & Adventure, Sci-Fi & Fantasy","When a deal with the devil comes due, the immortal Doctor Parnassus must renegotiate the pact to save his daughter and right the wrongs of his past."
